Leading.proteins.Positions.within.proteins;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d5_01;log2 N2_d5_02;log2  N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d15_N2_d5; Student's T-test q-value N2_d15_N2_d5; Student's T-test Difference N2_d15_N2_d5;Student's T-test Test statistic N2_d15_N2_d5;Sign p-val: 0.05 
Q3LFN1(76);19,9074;21,6673;18,4302;19,5049;19,2194;20,9336;21,2183;21,5355;0,448861;0,218196;-0,849252;-1,00039;
Q3V5H6(2);25,8814;24,1265;23,5481;24,5678;21,2948;21,161;22,4258;22,3914;2,38735;0,002357;2,7127;4,50119;+
Q3Y3Z9(65);21,2561;22,8955;23,052;21,605;26,3935;24,3073;23,7104;23,2119;1,41745;0,0183378;-2,20364;-2,6458;+
Q4JFH6(56);20,5867;19,9406;21,0556;20,3447;21,232;21,235;20,1563;21,5801;0,716445;0,0998553;-0,568939;-1,46941;
Q4R132(95);24,1748;22,6527;21,7485;24,9482;21,5567;21,2349;21,2663;21,5258;1,4634;0,0165226;1,98509;2,72523;+
Q4TTB6(64);25,0609;25,784;24,4917;26,0733;23,9157;22,7581;22,8259;22,9918;2,60465;0,00136597;2,22959;4,98667;+
Q8MXD9(132);21,7812;19,7735;18,7837;19,0279;21,514;20,7486;20,8176;21,0375;0,849612;0,0685945;-1,18784;-1,6931;
Q564S3(177);26,4296;25,8189;25,1148;25,9848;25,0998;26,1555;25,1058;25,7684;0,346641;0,299925;0,304678;0,807584;
Q564S3(193);23,2544;23,8982;24,208;23,1238;24,0427;23,4175;24,5331;25,4134;0,721585;0,0981841;-0,730537;-1,47812;
Q564X1(260);26,0469;25,3123;25,6699;25,5606;26,5898;25,8032;25,7471;26,4832;0,968993;0,0514957;-0,508416;-1,89169;
Q564Y0(207);18,4594;19,3036;19,3109;21,81;21,6315;21,6126;21,0828;20,215;0,898699;0,0606809;-1,41449;-1,77487;
Q564Y2(49);25,1743;24,9462;25,0977;25,3757;24,3642;24,7067;24,4722;24,7467;2,38151;0,00241212;0,575992;4,48858;+
Q564Y2(35);25,8449;25,2946;27,0355;25,8875;24,6009;23,8207;23,6152;25,6522;1,45178;0,0171422;1,59338;2,70509;+
Q564Y2(36);25,8449;25,5522;23,9168;22,6388;26,0384;23,8207;23,6206;24,2768;0,0179121;0,940417;0,0490627;0,0528137;
Q95X71(41);19,098;19,7379;19,3971;20,9176;21,1575;20,9759;21,3447;20,6743;1,5931;0,0124427;-1,25042;-2,95276;+
Q95X71(55);20,0026;18,5208;21,0332;20,1581;20,6002;20,9099;20,611;21,1248;0,821277;0,0735436;-0,882793;-1,64577;
Q5GMH8(135);21,045;19,5931;21,0765;18,3827;20,2571;20,9299;21,3458;21,3214;0,646738;0,122317;-0,939221;-1,35052;
Q5W7A3(37);19,6435;20,6073;19,8812;21,8304;20,7882;21,2099;20,9549;21,7008;0,5996;0,140051;-0,672815;-1,26907;
Q5WRT8(437);21,919;21,3673;20,8531;21,2513;21,3987;20,5984;20,6481;21,7603;0,283782;0,364506;0,246302;0,682722;
Q5WRT8(389);20,8452;16,4745;19,1892;19,8457;20,6855;21,637;21,4205;21,6224;1,2387;0,0279788;-2,25268;-2,34162;+
Q5WRT8(755);19,1403;20,9816;18,8459;21,4244;21,3306;21,6923;20,4188;21,6565;0,825428;0,0726547;-1,17649;-1,65271;
Q5WRT8(1385);17,5625;21,7741;20,464;19,8691;20,1042;21,1882;21,2767;21,7006;0,570907;0,152012;-1,15003;-1,21899;
Q65CM5(22);19,8458;20,5726;20,0899;18,3338;20,793;21,3419;20,8319;20,8272;1,31621;0,0232264;-1,23796;-2,47267;+
Q65XX2(476);19,9732;21,4596;20,6298;19,4604;22,8051;21,4696;23,4805;23,1379;2,04675;0,00525206;-2,34253;-3,7989;+
Q6DNF7(350);23,2835;23,1824;21,551;26,2739;25,007;23,3626;22,2291;23,884;0,0142119;0,951479;-0,0479927;-0,0420731;
Q71UE4(83);19,8718;18,6168;18,7803;20,6559;21,7502;21,6864;20,2878;21,6936;1,69356;0,00985915;-1,87328;-3,13286;+
Q7JMQ6(277);19,2192;18,1159;18,7617;17,9336;25,3547;26,0758;26,7052;26,3769;5,7851;0;-7,62055;-18,4392;+
Q7JMQ6(282);21,0964;20,0973;19,4052;20,9598;24,1944;22,4784;22,6347;22,3934;2,32184;0,00284035;-2,53559;-4,36086;+
Q7JMS5(32);20,3223;19,0196;21,5973;18,5003;20,6694;24,3946;23,69;23,4542;1,60444;0,0120873;-3,19216;-2,97291;+
Q7JMS5(10);20,9835;20,781;19,3565;20,8968;20,731;21,735;21,3524;21,512;0,960529;0,0525571;-0,828117;-1,87763;
Q7JNM2(328);19,6345;21,5986;19,3402;18,1544;21,6999;20,8592;20,5889;21,9072;1,04704;0,0439099;-1,58189;-2,02133;+
Q7K6X4(22);19,373;21,5447;19,9934;21,7324;21,6125;20,8187;21,3637;21,8316;0,562353;0,155801;-0,745732;-1,20398;
Q7KPV8(61);17,4851;18,2891;19,047;21,8095;24,0573;24,6814;22,7451;23,2882;2,33868;0,00271032;-4,53529;-4,39668;+
Q7YTN9(170);19,9801;18,1142;19,7359;19,5355;28,4168;27,8514;26,1367;28,8122;4,62819;0;-8,46285;-11,6974;+
Q7YWU6(35);20,8029;21,0118;19,5287;19,6974;22,2416;22,4377;20,9578;23,2077;1,7572;0,00855249;-1,95099;-3,24891;+
Q7YWV0(8);24,07;23,6908;26,5381;23,1494;21,6158;25,3263;23,9696;21,93;0,447597;0,218965;1,15165;0,998064;
Q7YWW4(92);21,5477;21,1739;23,0156;23,0117;21,2164;21,2245;20,7333;21,9064;0,852637;0,0681584;0,917065;1,69815;
Q7YX48(109);19,3711;19,7282;18,4369;19,8528;21,3332;21,1439;21,5326;20,663;2,57422;0,00151203;-1,82092;-4,91674;+
Q7YZW5(138);24,1897;24,0689;21,9069;23,4461;25,2405;24,537;24,0376;24,0081;0,8891;0,0618392;-1,0529;-1,7589;
Q7Z072(213);18,5287;20,9403;18,9727;19,4535;19,2088;20,8218;20,442;21,8107;0,711394;0,101624;-1,09703;-1,46085;
Q7Z072(242);19,1066;20,426;19,2094;21,2536;21,6441;20,3762;20,862;21,7576;0,975351;0,0508128;-1,16108;-1,90225;
Q7Z072(207);20,371;17,1238;18,7797;18,0298;24,4417;24,051;24,6489;25,5543;3,70606;0,000316456;-6,09791;-8,04843;+
Q7Z072(254);25,7172;24,4458;23,0517;25,6848;25,6013;24,5145;23,4876;25,2348;0,00656063;0,977911;0,0153675;0,0195881;
Q7Z072(259);19,9258;19,0765;21,5843;20,0497;20,7102;21,3551;21,0246;21,635;0,93063;0,0561944;-1,02214;-1,82796;
Q7Z072(192);17,9771;18,3745;21,6819;19,878;20,3373;20,3891;19,1224;21,7519;0,40777;0,24794;-0,922295;-0,924176;
Q7Z072(335);21,6133;20,6893;18,2359;20,9509;21,619;20,7585;21,1056;20,7931;0,400855;0,252528;-0,696719;-0,911192;
Q7Z138(246);21,9307;18,8967;20,088;17,2307;20,756;21,6707;21,2189;21,7187;0,900152;0,0604297;-1,80455;-1,77729;
Q86DA7(164);21,2953;21,048;21,5751;23,5698;21,148;21,1021;20,1782;21,5235;0,660842;0,117075;0,884109;1,37471;
Q86DD5(400);26,3928;26,1902;25,097;25,9457;24,8832;24,5362;24,2373;24,7152;2,22051;0,00368864;1,31345;4,14889;+
Q86DD5(419);27,6184;28,0308;25,9662;28,0696;21,2011;20,4278;20,6162;20,6623;4,85636;0;6,69443;12,807;+
Q86FL7(5);25,992;25,7715;23,426;23,3237;27,6826;27,3454;26,4091;27,4595;1,80531;0,00783488;-2,59584;-3,33769;+
Q86NC1(484);20,4122;19,104;20,6529;19,629;21,2268;21,5325;21,0474;21,3227;1,94212;0,00637888;-1,33289;-3,59567;+
Q86NC1(166);18,768;21,016;19,6618;21,3091;21,0491;21,3357;20,6338;20,5581;0,523391;0,174441;-0,705464;-1,13507;
Q86NE4(5);21,8388;19,948;21,1519;20,4782;23,9868;25,008;22,9498;24,6869;2,77377;0,00103821;-3,30364;-5,38757;+
Q86NH9(58);21,5417;19,3489;19,4014;19,882;19,7366;21,2312;19,8107;21,2463;0,28998;0,357461;-0,462713;-0,695295;
Q86S66(139);20,5101;19,2314;19,4453;19,846;21,3406;21,671;20,7097;21,4521;2,34134;0,00271571;-1,53512;-4,40236;+
Q86S66(130);19,4437;20,7835;18,6769;20,0361;23,3851;23,8496;23,3722;24,4287;3,65069;0,000293255;-4,02385;-7,86546;+
Q86S66(68);21,3719;20,0916;17,6895;19,8469;20,7761;20,2868;20,1651;21,7624;0,548469;0,162216;-0,997649;-1,17953;
Q86S66(72);18,7423;19,1106;19,0358;19,6841;21,3861;20,4958;20,7292;21,6313;2,92601;0,000939759;-1,91741;-5,76735;+
Q86S66(94);20,6219;17,6391;19,7769;19,8935;21,0982;21,7174;19,4761;21,391;0,895249;0,06118;-1,43783;-1,76913;
Q86S66(86);18,3074;19,9936;20,0836;21,091;23,2748;24,8059;24,6173;23,3387;2,96271;0,000803738;-4,14027;-5,86172;+
Q86S66(51);19,4318;18,686;20,2023;19,6285;20,0233;23,2184;23,7772;26,3101;1,55912;0,0131828;-3,84511;-2,89264;+
Q86S66(54);24,5537;24,6145;23,8883;25,2573;25,7324;25,1036;24,5334;26,4755;0,887805;0,0621164;-0,882788;-1,75674;
Q8I4C0(4);27,0751;27,3391;25,8257;27,5593;29,6742;29,0257;28,1578;28,4322;1,96902;0,00605047;-1,87269;-3,64741;+
Q8I4E4(421);25,6742;26,5871;23,7838;24,3481;26,5227;25,6346;25,3102;26,1152;0,536242;0,167761;-0,797394;-1,1579;
Q8I4J8(326);19,0594;19,1415;20,2025;20,1031;21,5773;21,6734;20,1532;21,7879;1,84331;0,00726954;-1,67134;-3,40853;+
Q8I4J8(327);21,2585;19,1406;20,208;20,4258;21,7497;21,7387;20,4115;21,7828;1,10084;0,0379097;-1,16245;-2,11085;+
Q8I4M5(606);19,8052;20,7801;20,3876;20,5834;21,7145;20,9744;19,2744;21,7144;0,37675;0,272429;-0,530324;-0,865538;
Q8I711(255);21,9697;20,511;16,8104;17,5704;21,2079;21,3309;21,0835;21,441;0,84316;0,0700042;-2,05045;-1,68233;
Q8I711(9);23,4513;22,7885;22,2743;20,1849;24,4887;24,548;24,4797;24,6934;1,81795;0,00762771;-2,37769;-3,3612;+
Q8I7G0(138);24,0579;23,5992;22,4923;24,8613;21,7937;19,9433;20,6666;19,7271;2,49582;0,00173724;3,21999;4,73956;+
Q8I7K2(2);20,1123;19,8098;20,838;20,997;21,7562;20,4152;21,2239;21,3744;0,960972;0,0525048;-0,753143;-1,87837;
Q8I7K2(3);18,4436;20,6118;20,0232;19,7076;20,4318;21,2066;21,3378;21,7607;1,49477;0,0154503;-1,48765;-2,7798;+
Q8I7K2(12);18,0383;19,9066;19,2167;19,1114;20,7812;21,4977;21,1499;21,4586;2,66402;0,0012703;-2,15361;-5,125;+
Q8IG31(117);20,3071;19,5835;19,6467;19,5174;25,7236;21,835;24,5388;25,6332;2,63076;0,00124318;-4,66896;-5,04719;+
Q8IG31(193);21,6887;21,5227;21,5087;19,6751;26,026;26,0844;23,6555;24,2706;2,61762;0,00129882;-3,91032;-5,01667;+
Q8IG31(182);17,0459;19,4119;20,0852;18,2426;23,6798;23,7658;22,7438;23,6461;3,27098;0,000536082;-4,76248;-6,7017;+
Q8IG31(186);19,3931;21,7107;19,8821;19,8984;24,025;26,7509;24,4712;24,7013;3,02529;0,000775244;-4,76601;-6,02533;+
Q8IG31(90);24,1485;23,961;23,1347;24,9779;24,5195;24,6534;24,2245;24,8963;0,6084;0,137049;-0,51795;-1,28435;
Q8IG31(165);18,9591;18,536;17,6032;19,1913;21,7709;21,135;20,2954;21,2888;2,80857;0,0010765;-2,55014;-5,47274;+
Q8IG31(3);28,166;27,9014;26,8082;27,9616;29,3336;28,0592;27,1735;29,012;0,553705;0,159645;-0,685258;-1,18876;
Q8IG31(32);19,5417;20,4564;20,8973;19,9794;21,4567;20,7962;20,9588;21,6679;1,50488;0,0151343;-1,00119;-2,79744;+
Q8IG31(34);19,0105;19,1708;21,4611;20,8276;24,8074;21,822;22,1098;22,9697;1,67541;0,0100478;-2,80976;-3,10006;+
Q8IG69(68);20,1164;20,6228;18,5607;18,9235;21,4236;20,3845;20,6452;20,5943;1,18086;0,0311077;-1,20607;-2,2445;+
Q8MPY2(20);25,8256;26,2701;25,6286;22,7694;28,064;26,4082;25,8586;26,5599;0,870634;0,0650228;-1,59922;-1,72815;
Q8MQ73(36);18,8822;20,4055;19,1098;18,88;20,5076;21,7414;19,0247;21,172;0,956072;0,0530691;-1,29202;-1,87023;
Q8MQ73(43);20,9532;18,9936;18,6238;19,9377;21,716;20,9649;21,3575;21,8055;1,78552;0,00809517;-1,83391;-3,30107;+
Q8MQ73(13);19,8689;19,2727;20,2957;20,4721;21,2988;21,069;20,557;21,1489;1,80675;0,00784252;-1,04104;-3,34037;+
Q8MQH0(5);28,0676;28,2216;26,3185;27,903;26,8478;26,5933;26,7415;25,5943;1,18173;0,0310838;1,18344;2,24594;+
Q8MXJ9(83);23,2847;23,0669;21,2922;23,4345;24,4031;22,9821;22,877;23,8895;0,583775;0,146583;-0,768373;-1,24151;
Q8MXR6(145);19,6252;21,601;15,9932;20,3292;21,6338;21,7769;21,3242;21,157;0,866995;0,0658472;-2,0858;-1,72208;
Q8MXS0(298);20,3575;19,1244;20,7894;20,0458;20,5845;19,9019;21,1311;21,4402;0,677335;0,11203;-0,685145;-1,40291;
Q8MXS0(307);23,1477;23,3427;23,8327;23,3829;22,7736;22,5127;22,6447;23,9506;0,595758;0,14141;0,45615;1,26239;
Q8MXS0(584);18,9232;20,5581;20,3099;19,4725;23,0181;22,6287;20,8326;22,5397;2,13116;0,00431707;-2,43888;-3,96688;+
Q8MXS0(157);20,1524;20,2673;19,78;20,5572;21,3056;21,7567;20,5182;21,1277;1,76528;0,00831878;-0,987854;-3,26375;+
Q8MXS0(1132);19,4574;19,0427;17,8768;20,458;21,842;20,3835;20,5847;21,7506;1,58739;0,0124692;-1,93151;-2,94264;+
Q8MXS0(41);21,8515;19,0141;19,9578;20,5539;23,5105;23,3826;21,5217;22,8918;1,79441;0,00807032;-2,48231;-3,31749;+
Q8MXS0(1085);19,9809;19,0283;17,7595;18,7466;23,3602;21,8473;22,1128;21,6993;2,8958;0,00098091;-3,37606;-5,69048;+
Q965X9(22);25,1777;24,9032;26,1859;25,2987;22,9452;24,8027;21,8732;22,3714;1,8549;0,0071183;2,39326;3,43026;+
Q8T3D2(2993);19,4124;18,6236;21,2421;20,1967;21,6396;21,6962;20,8154;21,3698;1,35774;0,0213093;-1,51155;-2,54339;+
Q8T3D2(2999);21,1587;21,2006;18,3434;21,1106;21,3552;21,0135;20,7033;21,9133;0,480293;0,197831;-0,792997;-1,05769;
Q8T5S1(555);20,0279;20,2128;19,7078;19,8911;21,2894;20,6248;20,5202;21,8971;1,79836;0,00811025;-1,12299;-3,32481;+
Q8T5S1(577);18,4485;20,6796;19,7511;20,2286;21,8728;21,4118;21,2598;21,7808;1,93618;0,00655728;-1,80435;-3,58431;+
Q8WQA8(6);33,0702;33,4153;32,019;32,7164;34,1904;34,341;33,4905;34,3928;1,9261;0,00666256;-1,29848;-3,56504;+
Q8WQA8(9);31,7157;32,8948;31,5943;31,8032;34,0762;34,7625;34,0127;34,9337;3,1659;0,000484171;-2,44425;-6,40557;+
Q8WQA8(29);25,8033;26,5856;25,0357;25,667;27,4711;28,4595;26,3415;27,5356;1,68727;0,00990387;-1,67898;-3,12148;+
Q8WQA8(33);19,7572;21,0046;20,2748;21,3585;22,3527;22,6163;21,9296;23,5416;2,17472;0,00391071;-2,01127;-4,05506;+
Q8WQA8(50);30,3161;30,2815;30,1829;29,2065;32,2076;31,1562;31,381;31,985;2,4552;0,00203376;-1,68569;-4,64941;+
Q8WQF7(155);26,8813;27,0208;24,7637;24,7813;21,8294;21,1352;21,0006;21,2218;3,36036;0,000447368;4,56503;6,96204;+
Q8WQF7(178);18,0942;18,1041;21,6674;19,5677;23,3578;23,5873;22,8103;23,4717;2,42558;0,00205181;-3,94842;-4,58434;+
Q8WQF7(186);22,4501;22,9375;23,4396;23,5343;21,9042;21,6933;21,2672;21,1487;2,68323;0,00115971;1,58702;5,17031;+
Q8WQF7(175);20,2474;21,2752;19,9447;21,2168;21,8997;20,7443;20,9936;21,3796;0,666556;0,115405;-0,583295;-1,38449;
Q8WQF7(166);20,3779;21,5469;18,2653;17,723;21,4052;20,9163;20,0531;21,103;0,720701;0,0984478;-1,39114;-1,47662;
Q8WQF7(37);25,3166;23,8001;22,9372;23,432;24,2703;25,0597;24,3837;24,8718;0,685251;0,109525;-0,774884;-1,41641;
Q8WQF7(52);26,6309;26,785;25,7143;24,2679;26,2975;25,2279;25,4244;26,7763;0,0417267;0,861753;-0,0820227;-0,120011;
Q8WQF7(272);19,7033;19,9172;19,8827;21,1709;25,9051;23,9399;24,2146;24,4816;3,71701;0,000321543;-4,46675;-8,08503;+
Q93168(211);21,55;20,0319;19,3167;20,2412;21,525;21,1902;21,205;20,736;0,903117;0,0599492;-0,87911;-1,78222;
Q93168(220);22,688;23,0862;23,8806;22,4752;24,9773;25,1513;22,4389;24,9456;0,958129;0,0528513;-1,34578;-1,87364;
Q93168(273);21,4001;20,9024;19,1121;19,4194;24,4314;23,2501;24,0273;24,1408;3,06736;0,000641638;-3,7539;-6,13724;+
Q93211(6);25,7102;23,3969;21,8103;22,5732;25,166;24,7236;24,3369;25,1505;0,852515;0,0681923;-1,47159;-1,69794;
Q93211(29);25,5807;24,7163;25,3956;25,142;25,5293;24,986;23,9531;25,1508;0,336675;0,309174;0,303814;0,788155;
Q93213(390);19,548;21,4063;19,888;19,197;21,7857;21,2478;20,9908;21,1408;1,32179;0,0229049;-1,28143;-2,48215;+
Q93235(4);21,079;19,2166;20,2027;20,6212;20,6874;21,6908;20,5169;20,292;0,463722;0,208282;-0,516866;-1,02758;
Q93244(330);20,2174;21,4251;20,6473;18,3873;21,033;20,6312;21,1514;20,804;0,51682;0,177859;-0,735619;-1,12335;
Q93249(373);23,9893;25,0773;24,6929;24,7782;25,2383;24,1704;24,6668;25,2277;0,222985;0,448181;-0,191396;-0,555821;
Q93249(363);20,4897;17,544;18,2653;18,3999;23,6587;24,9608;24,638;24,2524;3,76111;0,000347222;-5,70278;-8,2339;+
Q93249(355);21,9778;21,2141;22,813;24,3609;22,6484;23,9378;21,6051;23,2859;0,124158;0,639949;-0,277833;-0,331765;
Q93289(467);27,6606;28,137;26,5704;27,0937;20,823;20,7059;19,7498;21,7254;4,7999;0;6,61439;12,5237;+
Q93291(90);20,4685;19,8331;20,7561;19,8333;21,4944;21,1384;21,5284;19,8273;0,83851;0,0710617;-0,774391;-1,67457;
Q93315(5);21,9357;19,7731;20,9258;20,6268;22,9589;24,1249;21,933;23,5566;1,94361;0,0063888;-2,32799;-3,59853;+
Q93315(19);18,5997;19,9508;19,011;20,9225;22,2986;23,7492;22,3465;23,217;2,71248;0,00106164;-3,28182;-5,23981;+
Q93321(269);19,409;19,8892;20,9833;20,7543;21,2889;21,6967;20,1156;21,6738;0,905934;0,0596119;-0,934795;-1,7869;
Q93333(8);20,0683;20,6548;20,9219;21,5158;20,3122;21,2392;21,0875;21,631;0,281927;0,366708;-0,277262;-0,678948;
Q93338(224);20,5194;19,9522;20,3384;21,6472;22,9855;23,0036;23,5825;23,9579;3,15474;0,000596685;-2,76808;-6,37473;+
Q93379(285);20,1902;17,446;20,4237;19,2747;21,8193;21,6304;20,9495;20,9496;1,51112;0,014829;-2,00355;-2,80834;+
Q93413(98);19,6064;20,5812;18,9777;19,8771;23,4241;23,5385;24,3086;23,8405;4,33361;0;-4,01734;-10,3963;+
Q93454(258);19,3605;20,6592;19,2886;20,554;21,6671;21,4798;19,9789;19,9003;0,626102;0,129576;-0,790973;-1,31498;
Q93513(276);20,9971;20,6532;20,7589;18,854;20,0505;21,6222;21,3791;20,7983;0,487443;0,193586;-0,646729;-1,07062;
Q93513(344);18,6773;20,9321;18,7024;20,5992;21,7027;21,1119;20,7522;21,2594;1,23252;0,0281876;-1,4788;-2,33121;+
Q93513(236);19,7221;19,4038;18,7913;21,669;20,8783;21,35;20,273;21,8385;0,844176;0,0696969;-1,18843;-1,68403;
Q93513(205);19,5622;20,3096;18,8961;20,1561;20,7718;21,4073;21,5226;21,2685;2,23568;0,00353903;-1,51155;-4,18024;+
Q93535(348);27,4465;27,3837;26,8022;23,2217;28,2935;28,6274;28,0746;28,8755;1,15612;0,0334881;-2,25423;-2,20309;+
Q93553(30);20,0026;18,16;18,4208;20,5033;26,7136;26,6658;25,8339;26,8389;4,61649;0;-7,24134;-11,643;+
Q93572(274);19,3721;19,7368;20,4438;20,4298;21,6076;21,2883;21,4574;21,1111;2,51768;0,00170549;-1,37048;-4,78855;+
Q93572(16);19,8902;20,7923;18,9436;19,3328;25,5215;25,7517;25,923;27,0079;4,72588;0;-6,3113;-12,161;+
Q93572(295);21,3677;20,7714;21,359;20,9286;21,509;20,7351;20,9733;21,0282;0,0730672;0,769051;0,0452805;0,203932;
Q93572(57);19,385;19,4555;20,2478;20,8226;26,7458;24,827;25,4253;26,5988;4,30263;0;-5,92147;-10,2675;+
Q93572(71);19,0246;20,8602;18,3018;21,1339;27,8523;26,9456;27,1293;26,8197;4,25825;0;-7,35659;-10,0854;+
Q93572(162);22,0332;23,1794;21,7549;23,235;24,7258;25,7463;24,4176;24,0456;2,20829;0,00366849;-2,18318;-4,12374;+
Q93572(92);19,3625;20,4776;20,1859;19,7234;20,8743;21,5159;20,3843;21,1888;1,65083;0,0105992;-1,05347;-3,05582;+
Q93572(134);18,0045;21,2054;20,3562;21,2963;21,6386;20,9411;20,9556;21,8815;0,685772;0,109305;-1,13861;-1,41729;
Q93572(146);20,7279;21,7219;20,9078;19,7326;21,5849;21,4795;21,2485;20,1531;0,270673;0,381267;-0,343957;-0,655923;
Q93572(101);21,6792;17,3986;19,5108;19,3073;24,4504;25,6242;23,2885;23,6283;2,47307;0,00177399;-4,77389;-4,68893;+
Q93573(173);26,2404;26,0483;27,0462;26,9111;21,1482;21,7764;21,4811;21,6148;5,73644;0;5,05637;18,0928;+
Q93573(134);22,0141;19,5435;19,8626;20,6229;21,4867;20,7257;21,1436;20,4624;0,315521;0,330539;-0,443814;-0,746476;
Q93573(130);19,0375;19,9292;18,7544;21,0301;21,5634;21,7128;19,3616;21,3471;0,87783;0,063824;-1,30843;-1,74013;
Q93573(38);23,9823;23,3061;22,6521;23,1862;20,9865;20,9511;20,2014;21,6109;2,97721;0,000812598;2,3442;5,89934;+
Q93573(31);24,7222;23,3449;23,0894;24,4633;21,3039;21,2556;19,4792;21,4518;2,5733;0,00150857;3,03232;4,91465;+
Q93573(33);24,0812;23,9272;23,0615;24,2989;25,8773;23,4687;24,1958;24,764;0,60284;0,138862;-0,734287;-1,2747;
Q93573(5);20,1604;19,3646;19,9291;21,6456;21,7832;21,3668;20,9495;21,8294;1,20534;0,029943;-1,20727;-2,28554;+
Q93573(105);20,1364;19,9227;19,1021;21,1607;23,9955;23,7959;23,2639;23,2803;3,56322;0,000268817;-3,50341;-7,5836;+
Q93576(34);20,9332;20,8653;19,425;20,9726;23,7202;22,7501;23,2311;23,1406;3,11357;0,000578571;-2,66146;-6,26197;+
Q93576(39);19,3068;20,5394;19,7287;19,9431;23,1848;24,0202;22,4377;24,6743;3,2757;0,000538302;-3,69976;-6,71525;+
Q93576(12);25,5441;24,9016;23,9122;26,5968;27,6219;28,0842;28,4047;28,8168;2,54348;0,00161873;-2,9932;-4,84678;+
Q93618(38);18,2931;21,578;20,4957;20,1481;19,6504;21,0694;20,7134;21,3653;0,308576;0,337672;-0,570879;-0,732656;
Q93694(136);18,4252;18,3;21,2044;18,7427;25,2562;24,9582;24,8509;25,0804;3,8374;0,000378788;-5,86832;-8,49705;+
Q93694(183);17,9575;20,4875;17,9453;18,7914;24,3307;24,66;24,8636;23,6122;3,82973;0,000374532;-5,5712;-8,47025;+
Q93694(45);19,2584;19,4035;19,3937;20,8696;23,0909;24,2637;23,4415;27,7136;2,31923;0,00288;-4,89614;-4,35532;+
Q93694(124);31,9702;31,342;30,7309;31,0081;32,6027;31,6061;31,116;31,5789;0,518148;0,177043;-0,46316;-1,12572;
Q93725(48);27,0056;27,0866;26,2568;27,2051;23,5303;23,3717;22,2221;22,4;4,26773;0;4,00748;10,1241;+
Q93725(11);27,9166;27,3309;24,5932;22,6923;22,654;24,4726;23,3904;22,039;0,962195;0,0523628;2,49425;1,8804;
Q93725(6);21,7895;20,8577;20,548;19,2065;29,639;29,2051;28,8815;28,0825;4,95424;0;-8,3516;-13,3126;+
Q93838(12);18,9386;21,2017;20,8197;20,9774;21,4894;21,6139;20,3676;21,3859;0,575842;0,149862;-0,729835;-1,22764;
Q93871(257);17,507;21,7541;19,9534;19,5814;21,5715;21,6165;21,4113;21,5784;1,10365;0,0376067;-1,84548;-2,11554;+
Q93871(14);28,373;26,353;26,9446;26,907;26,9823;26,8875;25,9653;26,5605;0,512911;0,179685;0,545504;1,11637;
Q93871(15);27,0771;27,1676;24,143;27,2719;21,2087;21,7084;21,3013;20,1145;3,16868;0,000485981;5,33167;6,41327;+
Q93892(311);23,4901;24,564;22,2414;24,4549;21,8465;21,7684;21,2355;20,6439;2,05421;0,00524606;2,31401;3,81358;+
Q93896(587);21,6273;22,7856;23,4323;22,064;21,6592;20,8173;21,1225;20,6878;1,67775;0,0100612;1,4056;3,10429;+
Q93896(337);20,9701;18,7548;19,9326;19,8879;22,4929;21,2955;22,0938;23,2079;2,12553;0,00434692;-2,38616;-3,95556;+
Q93896(370);24,9124;24,5452;24,1439;25,2083;23,4659;23,7789;23,0839;24,0623;1,91447;0,00660657;1,1047;3,54285;+
Q93896(11);21,9774;19,3981;20,0408;20,3989;24,6912;24,1736;24,2592;24,6877;3,39742;0,0003379;-3,99912;-7,07237;+
Q93896(242);24,1497;25,8631;23,4236;24,7526;21,2965;21,7454;21,2128;21,4299;2,98096;0,000816456;3,12611;5,90911;+
Q93896(244);21,5255;23,3044;23,7357;24,7526;21,1491;19,5964;21,0253;20,9615;1,86844;0,00703111;2,64646;3,4557;+
Q93896(253);21,4485;20,5652;20,2706;19,7623;24,0802;24,225;24,6147;24,6124;4,2902;0;-3,8714;-10,2162;+
Q93932(200);25,412;25,9388;24,9443;26,4209;24,8335;24,3134;23,3404;23,7929;1,91249;0,006627;1,60895;3,53908;+
Q93932(50);20,1452;20,4668;20,6528;21,7804;21,2563;21,3561;21,0076;21,2525;0,593125;0,142447;-0,456789;-1,25781;
Q93934(57);19,2739;21,2595;18,3109;21,1317;21,7965;20,991;20,7756;21,4601;0,833504;0,0716678;-1,2618;-1,66621;
Q94051(72);28,5807;28,5976;25,6589;27,8623;30,0638;29,146;29,1674;29,6135;1,33708;0,0222309;-1,8228;-2,50817;+
Q94051(74);22,5061;23,0287;24,3781;25,0105;22,9786;24,2303;24,0928;24,6543;0,143837;0,596178;-0,25818;-0,378538;
Q94051(92);25,6698;25,5945;23,6916;21,1432;26,3146;25,2054;25,4424;26,7949;0,852973;0,0681414;-1,91453;-1,69871;
Q94051(51);17,4018;21,0413;19,5866;19,1602;24,6027;24,0543;22,524;23,1654;2,55528;0,00155955;-4,28913;-4,87356;+
Q94051(49);18,4868;19,2994;18,4493;21,9265;21,8431;20,3486;21,2575;21,5409;0,997456;0,0489198;-1,70702;-1,93896;+
Q94051(8);21,0929;21,7543;21,2136;19,0524;21,9488;19,4676;20,424;21,7366;0,048831;0,841743;-0,115967;-0,139456;
