Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value eat2_d15_N2_d15;Student's T-test q-value  eat2_d15_N2_d15; Student's T-test Difference  eat2_d15_N2_d15;Student's T-test Test statistic  eat2_d15_N2_d15;Sign p-val: 0.05 
Q93725(6);21,8681;21,5745;20,0235;21,5927;21,7895;20,8577;20,548;19,2065;0,436802;0,269963;0,66428;0,978181;
Q93838(12);21,5999;19,825;20,0821;19,4126;18,9386;21,2017;20,8197;20,9774;0,136074;0,643018;-0,254512;-0,360232;
Q93871(257);22,2326;28,1578;28,3067;25,7653;17,507;21,7541;19,9534;19,5814;2,07422;0,00901883;6,41664;3,85314;+
Q93871(14);26,725;24,8283;25,2765;25,9691;28,373;26,353;26,9446;26,907;1,2822;0,0370113;-1,44471;-2,41502;+
Q93871(15);21,3618;19,3347;21,8168;21,5104;27,0771;27,1676;24,143;27,2719;2,90718;0,00303067;-5,40894;-5,71935;+
Q93892(311);24,3243;25,6471;24,9414;25,2919;23,4901;24,564;22,2414;24,4549;1,17911;0,04586;1,36358;2,24156;+
Q93896(587);23,8975;22,5493;23,5075;24,7524;21,6273;22,7856;23,4323;22,064;1,02176;0,0667657;1,19935;1,97933;
Q93896(337);20,1831;21,2699;19,6174;20,9032;20,9701;18,7548;19,9326;19,8879;0,470325;0,246982;0,607058;1,03961;
Q93896(370);24,8635;21,3442;20,5584;21,351;24,9124;24,5452;24,1439;25,2083;1,44888;0,0267524;-2,67316;-2,70006;+
Q93896(11);25,8047;22,9164;23,3373;23,8354;21,9774;19,3981;20,0408;20,3989;2,23606;0,00630694;3,51965;4,18102;+
Q93896(242);20,6105;19,5447;19,5192;20,4271;24,1497;25,8631;23,4236;24,7526;3,58618;0,00143807;-4,52189;-7,65673;+
Q93896(244);18,3132;20,12;21,8232;21,2968;21,5255;23,3044;23,7357;24,7526;1,53955;0,0227773;-2,94126;-2,85819;+
Q93896(253);25,8586;22,6137;22,7219;22,8892;21,4485;20,5652;20,2706;19,7623;1,89659;0,0121736;3,00916;3,50888;+
Q93932(200);21,1897;21,2478;21,2119;20,5954;25,412;25,9388;24,9443;26,4209;4,8893;0,00218182;-4,6178;-12,9751;+
Q93932(50);20,8813;19,8304;19,305;21,1892;20,1452;20,4668;20,6528;21,7804;0,348525;0,340495;-0,459854;-0,811243;
Q93934(57);21,3445;20,0483;21,7543;20,9867;19,2739;21,2595;18,3109;21,1317;0,609529;0,174085;1,03946;1,28631;
Q94051(72);31,7245;29,3107;29,8448;29,8094;28,5807;28,5976;25,6589;27,8623;1,53958;0,0227927;2,49748;2,85823;+
Q94051(74);28,6132;27,2703;24,401;24,9026;22,5061;23,0287;24,3781;25,0105;1,17165;0,0468919;2,56593;2,22908;+
Q94051(92);26,4984;27,2686;24,4146;25,677;25,6698;25,5945;23,6916;21,1432;0,782898;0,113821;1,93987;1,58147;
Q94051(51);27,3196;24,7907;24,401;24,9026;17,4018;21,0413;19,5866;19,1602;3,03407;0,00270528;6,05602;6,04857;+
Q94051(49);23,677;22,7554;23,5722;22,2776;18,4868;19,2994;18,4493;21,9265;2,14192;0,00794444;3,53004;3,98856;+
Q94051(8);21,6512;21,184;20,4887;21,5675;21,0929;21,7543;21,2136;19,0524;0,284616;0,406286;0,444551;0,684417;
Q94057(77);21,3933;19,758;20,4695;21,1484;20,9415;21,3299;19,2945;21,0984;0,0149774;0,952967;0,0262303;0,0443021;
Q94148(117);19,2102;21,1487;19,3389;21,0532;24,6202;24,5245;24,7787;21,8776;2,30176;0,00563581;-3,76252;-4,31836;+
Q94216(162);20,7512;20,807;21,4259;20,104;19,6901;20,542;18,7538;19,677;1,29441;0,0358048;1,10629;2,4357;+
Q94216(383);21,6613;21,3952;21,7731;19,8172;25,1846;24,5711;25,1194;26,2612;3,4242;0,00235294;-4,12238;-7,15297;+
Q94216(213);21,2749;20,071;20,8886;20,6739;20,9463;20,7035;19,094;20,4684;0,381397;0,312349;0,424068;0,874387;
Q94230(52);20,8691;20,4773;20,3682;20,4801;20,4553;21,2594;16,6973;19,5764;0,476563;0,242785;1,05157;1,05094;
Q94230(87);22,0797;20,6974;20,3888;20,3909;19,7892;18,5628;18,9878;19,7595;1,73404;0,0159225;1,61433;3,2065;+
Q94230(181);21,1484;21,0254;20,7566;21,2136;20,2552;19,2635;20,7899;18,5733;1,38966;0,0300037;1,31555;2,59804;+
Q94230(153);20,5257;20,324;20,6426;20,7648;22,6838;22,2397;21,4812;23,3049;2,48584;0,00437943;-1,86314;-4,71732;+
Q94272(175);21,1754;21,2599;20,6042;20,802;25,7966;22,8198;23,3134;22,8482;2,02874;0,00967483;-2,73411;-3,76353;+
Q94300(6);23,5847;23,3862;22,9875;23,7284;24,8999;21,6817;22,5194;24,6701;0,00871876;0,973186;-0,0210624;-0,0259687;
Q95005(234);21,2113;20,2654;20,7763;19,9033;19,7313;17,7321;20,0793;20,1005;0,900742;0,0878275;1,12826;1,77827;
Q95008(167);21,8949;20,2361;21,3929;20,4401;20,6929;21,8249;19,3724;21,3287;0,103863;0,717222;0,186307;0,282169;
Q95008(191);19,4928;20,37;20,0286;21,378;19,9925;21,4883;19,4114;19,5543;0,124343;0,668724;0,205713;0,332211;
Q95017(162);22,4068;22,2538;21,6992;21,062;20,5645;19,93;21,3319;19,8176;1,68658;0,0172058;1,44444;3,12024;+
Q95PZ7(82);21,1465;19,9399;21,2023;21,2395;20,3854;20,9723;20,1839;19,5893;0,682199;0,146935;0,599334;1,4112;
Q95PZ7(47);21,6689;20,4688;21,4515;19,5638;20,8403;20,5801;20,1404;20,1739;0,287994;0,402283;0,354568;0,691272;
Q95Q18(43);20,9046;20,4153;21,614;18,6676;19,2534;19,7635;21,0735;19,7898;0,235751;0,471082;0,430299;0,583047;
Q95Q18(44);21,7092;20,6607;19,1199;20,6892;21,0748;19,7208;20,1319;20,2265;0,163322;0,587884;0,256242;0,423691;
Q95Q93(393);25,0925;22,263;23,3851;22,3822;20,715;20,8526;19,5404;21,1296;1,97897;0,0106201;2,72133;3,66663;+
Q95Q93(395);20,9205;21,4954;21,8049;20,9877;28,1216;22,1418;23,8644;24,5507;1,41494;0,0285804;-3,36752;-2,64147;+
Q95Q93(392);20,6062;20,4593;20,3656;21,3851;18,5998;19,8014;21,5273;21,4823;0,184193;0,551716;0,351344;0,470899;
Q95QA6(637);23,4138;24,9761;24,7711;24,8381;24,3817;23,7241;23,817;25,8899;0,0257336;0,920777;0,0465841;0,075243;
Q95QA6(557);21,498;19,5534;20,9759;21,1944;19,0532;19,9895;19,55;19,546;1,44632;0,0268355;1,27076;2,69564;+
Q95QA6(36);20,9102;20,8079;20,7227;20,5585;17,8616;21,893;18,5276;18,5574;0,84721;0,0995836;1,53994;1,68909;
Q95QA6(353);24,5676;24,4279;23,545;22,2163;20,0084;20,6968;20,2005;19,9667;3,06571;0,0026362;3,47114;6,13282;+
Q95QA6(357);20,42;21,2063;19,7255;19,4447;23,7271;23,781;23,5523;25,1544;3,41881;0,00233503;-3,85455;-7,13668;+
Q95QA6(67);22,1002;20,1249;20,6388;20,4861;21,1264;19,1435;20,3435;19,9639;0,535981;0,20902;0,693147;1,15744;
Q95QA6(358);21,3349;21,2918;21,6594;19,8758;22,7605;24,182;23,3827;22,6427;2,21905;0,00679537;-2,20151;-4,14588;+
Q95QA6(252);22,7952;20,7171;22,2856;21,6276;19,56;20,0452;19,0751;21,095;1,65944;0,0177208;1,91257;3,07129;+
Q95QA6(263);19,6552;20,2545;19,9549;21,0966;25,0367;24,2147;22,529;25,2501;2,94228;0,00306815;-4,01733;-5,80906;+
Q95QA6(622);20,1486;20,0432;21,3386;20,1711;23,9025;24,7407;25,5892;25,5554;3,97414;0,00131429;-4,52153;-8,98698;+
Q95QC9(490);20,8258;19,0686;21,6676;20,1424;18,8263;19,4658;20,2873;20,4395;0,453053;0,258083;0,671359;1,00808;
Q95QD1(208);20,235;21,0773;21,4486;21,6597;20,9918;19,0876;19,8472;19,004;1,30995;0,0348468;1,37246;2,46204;+
Q95QF1(130);22,0475;20,3187;20,4964;20,293;20,2588;19,2855;19,4848;20,0076;1,12553;0,0521852;1,02975;2,15201;
Q95QF1(141);19,974;18,2024;20,7224;20,886;20,5609;18,4251;19,2585;20,261;0,156384;0,601494;0,319794;0,407738;
Q95QF1(128);25,0356;25,4018;25,7123;27,2161;21,209;21,9065;19,9241;21,4478;3,49706;0,0019235;4,71959;7,37606;+
Q95QL0(557);25,3449;23,4556;25,3018;23,5169;23,6587;24,137;22,1113;22,679;0,909466;0,0862137;1,2583;1,79278;
Q95QN5(125);20,6315;21,408;20,8326;20,2153;18,4888;18,7807;19,0513;21,4896;0,915271;0,0851869;1,31923;1,80243;
Q95QN6(393);27,2167;25,7034;26,3639;24,4338;25,1243;24,9245;23,1949;25,9203;0,66797;0,15192;1,13844;1,38691;
Q95QN6(396);28,1747;26,9895;28,4942;26,6994;26,6454;26,0196;21,9865;25,7946;1,13316;0,0509817;2,47789;2,16475;
Q95QN6(400);28,3472;28,4738;28,2434;28,3523;25,559;27,7922;21,9865;26,9249;1,14204;0,049799;2,78851;2,17956;+
Q95QN6(436);21,9226;18,6774;21,8553;19,8955;23,6964;24,1571;24,1869;23,5334;2,1916;0,00710602;-3,30574;-4,08952;+
Q95QN6(439);21,3878;19,4968;19,5663;21,6251;20,2192;19,2859;20,5375;19,586;0,424855;0,278157;0,611844;0,956053;
Q95QN6(378);30,9851;29,8591;28,7869;27,2417;29,5179;29,5445;28,6876;28,7314;0,0408709;0,876838;0,0978546;0,117651;
Q95X11(109);24,185;24,0166;22,6103;22,5303;18,6248;19,8712;19,5011;20,4197;3,16757;0,00258733;3,73135;6,41018;+
Q95X44(10);27,8729;25,3326;26,5337;26,5832;25,6163;24,5282;24,407;25,2525;1,47315;0,0258106;1,6296;2,74216;+
Q95X44(26);21,2618;20,94;20,6184;21,0605;20,9542;20,2793;21,4118;20,9957;0,0799563;0,775176;0,0599437;0,221771;
Q95X44(191);24,5335;24,0898;23,4398;24,065;18,3047;17,5905;20,4789;17,5877;3,59877;0,00146914;5,54161;7,69711;+
Q95XC1(82);21,7771;21,0574;21,7679;21,5393;21,1853;21,4777;21,0371;20,5962;0,944099;0,0794512;0,461352;1,85034;
Q95XH1(218);19,8419;19,0569;19,7379;20,8006;25,375;24,8495;23,7822;26,1254;3,83613;0,00110843;-5,17365;-8,49258;+
Q95XN2(43);21,8801;20,8729;20,851;21,0294;19,5316;19,8294;19,1719;20,7687;1,7161;0,0164186;1,33296;3,17377;+
Q95XN7(77);21,4227;18,9193;19,4827;21,1172;19,6986;20,3695;16,0485;19,5916;0,524514;0,215438;1,30843;1,13707;
Q95XN7(4);22,3388;24,1821;24,6447;23,154;20,8957;18,95;20,4052;20,5859;2,61007;0,00370112;3,3707;4,9992;+
Q95XR1(78);23,0188;21,1929;21,7809;20,7501;20,6503;18,1795;20,718;20,5972;1,08544;0,0572996;1,64944;2,08521;
Q95XR1(23);22,8904;22,6686;22,2;23,7108;20,6126;18,3922;19,4814;20,3628;2,74447;0,00336327;3,15519;5,31657;+
Q95XR1(9);21,0504;20,9331;21,8484;19,0393;19,8385;20,6337;20,8525;18,3832;0,431587;0,273768;0,7908;0,968538;
Q95XR4(386);25,6053;24,2701;24,6147;24,694;23,5326;24,3848;25,286;24,8658;0,239243;0,466225;0,278736;0,590438;
Q95XU3(332);25,0102;24,1605;23,9149;25,1435;25,2498;25,601;24,382;26,1832;0,819374;0,105411;-0,796719;-1,64259;
Q95XU3(388);19,8132;20,8412;21,2617;20,2202;25,1582;25,4965;25,5791;25,0576;5,0539;0,00274286;-4,78876;-13,8466;+
Q95XU3(134);26,4905;22,9124;23,5648;25,2785;26,4973;25,8715;25,5759;24,5155;0,533999;0,21;-1,05354;-1,15392;
Q95XU3(399);21,4238;20,9308;20,8895;20,9722;21,8289;21,2563;21,1411;18,7552;0,173326;0,568523;0,308726;0,446463;
Q95XU3(750);26,6816;25,2135;24,9511;25,3325;19,5493;20,2217;17,4178;20,3173;3,66947;0,00103896;6,16817;7,92711;+
Q95XU3(243);21,9243;20,8017;21,8324;21,2551;18,6191;20,75;20,4901;20,1826;1,41683;0,028422;1,4429;2,64473;+
Q95XU6(15);20,679;21,22;20,8521;18,5198;20,0618;21,3126;20,0374;21,6672;0,248293;0,454043;-0,452012;-0,609482;
Q95XV3(378);23,6693;21,9816;21,849;22,082;24,4732;22,8949;23,3537;24,1161;1,24781;0,0391631;-1,31399;-2,35697;+
Q95XX0(95);21,4126;19,8832;21,451;21,2119;24,4653;24,6362;24,6197;23,3826;3,32849;0,00241071;-3,28629;-6,86829;+
Q95XX0(75);21,6261;19,7183;21,0764;20,7537;26,8871;26,6729;24,9387;27,1606;3,90812;0,00124324;-5,6212;-8,74741;+
Q95XX0(83);26,8926;24,5821;24,7319;24,37;27,2794;28,2089;27,1397;26,9178;1,85792;0,0130447;-2,2423;-3,43592;+
Q95XX0(93);30,7516;23,3795;24,1778;23,5223;27,4516;26,4841;25,0039;25,7652;0,148165;0,618865;-0,718353;-0,388663;
Q95XX0(11);20,4304;21,4666;21,5256;21,1006;19,2764;19,7427;19,7938;20,6603;1,7836;0,0145633;1,26248;3,29751;+
Q95XX0(69);23,9807;20,7869;22,7853;21,8792;20,6168;20,4034;20,6022;20,2683;1,4837;0,0253071;1,88537;2,76051;+
Q95XX0(139);21,2638;19,9072;21,5768;21,6694;20,6572;21,901;19,1618;17,5563;0,591374;0,182689;1,28525;1,25476;
Q95Y04(3);20,0152;21,0179;20,1498;18,1008;19,9876;19,2844;20,866;18,8805;0,0302467;0,907579;0,066319;0,088021;
U4PC73(180);24,6999;24,341;24,982;23,6432;24,1037;23,6272;22,676;24,5372;0,664181;0,153107;0,680505;1,38043;
Q95Y68(35);20,7485;20,3893;20,6664;19,8585;21,1556;20,118;19,693;21,1115;0,0906888;0,747786;-0,103838;-0,249166;
Q95Y72(11);21,3841;21,1655;21,244;21,5001;21,2826;19,1228;19,4658;17,3152;1,32233;0,03408;2,02682;2,48308;+
Q95Y88(355);21,5201;19,6262;21,3671;20,0999;23,6398;22,7417;23,1965;24,5647;2,49605;0,0043945;-2,88234;-4,74009;+
Q95Y90(166);23,8567;24,2282;22,9621;23,203;20,8077;17,446;19,4292;21,0162;2,36687;0,00497684;3,8877;4,45704;+
Q95Y90(21);24,2129;26,6339;25,6935;25,3196;20,2111;20,6891;20,0958;20,172;4,23197;0,00145205;5,17297;9,979;+
Q95Y90(119);20,5032;19,0334;20,733;21,7217;28,2098;27,9185;27,4336;28,3816;4,82239;0,00298039;-7,48805;-12,6358;+
Q95Y90(80);21,0826;20,6708;19,751;20,466;20,5069;20,9381;18,7462;21,5439;0,0305126;0,907024;0,0588307;0,0887701;
Q95Y97(215);23,8707;24,9684;24,693;25,3164;17,731;20,7526;20,5853;19,4761;3,26118;0,0022314;5,0759;6,67363;+
Q95YC6(37);22,0895;20,9379;21,5745;20,8536;19,7956;21,3421;19,3723;20,8006;0,991776;0,0712508;1,03626;1,92952;
Q95YD1(285);20,9888;20,7339;20,0115;21,5194;20,2604;18,8203;20,7428;20,6952;0,587091;0,184724;0,683728;1,24729;
Q95YD9(30);22,0788;20,277;22,3211;22,6383;18,8772;20,2395;19,3755;20,6482;1,6597;0,0176907;2,04366;3,07176;+
Q95YF3(28);23,434;25,758;25,2098;24,6653;21,1464;19,1436;19,1028;19,9309;3,42528;0,00236504;4,93583;7,15623;+
Q95YF3(33);21,9803;21,1385;21,4198;19,2641;21,1805;18,9992;18,5216;18,5708;0,970001;0,0751408;1,63265;1,89336;
Q95YF3(178);24,5896;26,4489;24,2014;24,1886;19,3355;20,4664;20,2892;19,1539;3,68534;0,00106312;5,04586;7,97955;+
Q95YF3(110);21,468;19,5077;21,0272;20,4352;19,5632;20,0707;19,8825;20,2511;0,72757;0,13058;0,667641;1,48825;
Q95ZI6(139);21,696;21,1699;19,2519;20,9946;21,7457;19,5762;18,9479;18,878;0,536561;0,208845;0,991126;1,15847;
Q95ZJ9(148);22,0632;20,4975;19,1574;20,0884;20,0658;19,9523;18,8528;20,2058;0,450166;0,259514;0,682455;1,00278;
Q95ZL1(18);26,3525;27,0367;26,5977;26,7808;25,8029;25,6465;24,0742;28,221;0,379485;0,314046;0,755763;0,870749;
Q95ZL1(7);25,8468;26,2218;26,7428;26,6096;18,4602;19,6656;18,352;18,602;6,09769;0;7,5853;20,8235;+
Q95ZW1(172);21,81;19,2752;20,6647;18,6388;19,9288;21,5627;20,0428;21,371;0,32111;0,366483;-0,629145;-0,757549;
Q95ZW2(123);20,9386;20,7076;20,2837;19,843;19,7936;17,9658;19,6337;18,8635;1,53649;0,0228929;1,37905;2,85281;+
Q960A1(230);20,7883;19,3323;21,4464;19,2619;18,6191;20,0168;18,5633;18,7477;0,972454;0,0746443;1,22049;1,89743;
Q965K0(158);19,9164;20,2028;19,3311;19,4782;24,5479;23,924;23,4888;25,538;4,11632;0,00121839;-4,64257;-9,52257;+
Q965K0(62);20,9042;19,9123;21,4324;20,969;22,5229;21,0384;21,3801;22,1216;1,07213;0,0592184;-0,961238;-2,06305;
Q965Q1(43);22,9668;22,1602;21,2316;22,1684;20,1194;20,4569;19,7852;19,0233;2,55565;0,00385221;2,28552;4,8744;+
Q965Q1(35);21,0548;20,6227;20,6014;20,4256;19,6887;20,5727;20,554;19,8412;0,979043;0,0734812;0,51201;1,90838;
Q965R9(174);25,5987;24,3683;22,3722;23,9854;19,0512;20,2089;21,1658;21,3156;2,29726;0,00568122;3,64577;4,30888;+
Q965R9(336);20,9876;20,8858;20,6389;19,8013;21,3317;21,7822;19,296;19,9539;0,00656305;0,979993;-0,012547;-0,0195952;
Q965S8(212);20,515;21,2582;19,5916;21,4239;21,1403;20,6916;19,4237;19,1983;0,407086;0,29076;0,583712;0,922893;
Q965S8(117);21,6832;20,3855;18,9993;21,303;21,8787;18,3575;20,4982;17,9618;0,361491;0,33005;0,918663;0,836302;
Q965V4(891);22,3364;26,8396;25,762;24,0573;19,633;20,3291;16,911;21,9369;1,8944;0,0121637;5,04631;3,50474;+
Q965V9(6);27,8744;26,5778;27,4756;28,1498;21,0031;19,5345;20,5227;18,4024;4,56842;0,0019;7,65372;11,4219;+
Q965W8(52);24,5166;23,9439;22,6251;24,3359;19,7152;21,316;19,1431;20,4679;2,94275;0,0030779;3,69482;5,81026;+
Q965X7(46);20,1988;20,4314;20,9288;20,898;21,1304;20,8553;21,5406;20,6788;0,844053;0,100061;-0,437047;-1,68382;
Q966A5(166);20,9972;20,2531;20,4703;18,5906;21,2913;18,0837;21,3719;18,8179;0,0670099;0,805822;0,186609;0,188074;
Q966A5(458);21,9128;19,6032;19,4174;21,5379;25,864;26,4329;26,0352;24,8909;3,43023;0,00239583;-5,18793;-7,1712;+
Q966A5(216);22,0376;21,1113;20,7095;21,1595;20,2605;19,2329;19,5748;19,3719;2,41277;0,00472649;1,64447;4,55638;+
Q966A5(644);21,9412;21,5105;19,3095;21,3807;26,4708;25,0667;23,4425;26,573;2,44611;0,00467257;-4,35277;-4,62937;+
Q966C6(26);21,1529;21,2373;21,6046;21,486;24,2083;22,4935;22,2686;22,6415;1,82524;0,0134707;-1,53281;-3,37477;+
Q966C6(213);24,0178;20,1618;20,9845;20,5513;22,5541;23,9355;23,3965;23,5073;1,07869;0,0582334;-1,91946;-2,07398;
Q966C6(218);25,1623;25,4911;23,3918;23,3227;22,0927;23,1925;24,0796;23,844;0,695646;0,141247;1,03975;1,4341;
Q966C7(313);17,9632;18,9852;19,6434;20,214;20,3974;20,6114;19,9006;19,7286;0,92768;0,0828231;-0,958077;-1,82306;
Q966C7(281);23,0008;22,4844;22,9425;23,2578;19,9659;21,6635;20,0528;20,1922;2,89012;0,00307692;2,45276;5,67613;+
Q966C7(296);20,4378;21,0083;21,3627;21,5355;18,8477;20,8412;19,8671;17,9005;1,35128;0,0326691;1,72198;2,53237;+
Q966I8(180);21,7944;21,8115;23,1099;23,6022;17,8111;20,5092;20,5462;19,773;1,99626;0,0103142;2,91963;3,70015;+
Q966K5(4);23,811;23,7692;24,5226;23,6229;17,9833;19,0485;18,1521;20,9426;3,34736;0,00237615;4,89979;6,92367;+
Q966L5(413);21,6512;20,7684;19,082;20,6481;21,0772;19,8107;20,5648;20,9856;0,041282;0,875977;-0,0721307;-0,118785;
Q966M4(251);20,5443;20,4542;19,4724;21,061;18,9947;19,6504;19,4227;19,5048;1,47577;0,025709;0,989782;2,74671;+
Q966M6(380);20,1827;20,1825;21,3328;20,8914;20,4909;21,0384;18,1977;20,4177;0,388002;0,307132;0,611179;0,886926;
Q9BI62(91);21,166;21,4764;21,4948;21,1304;19,6438;19,8508;18,3672;21,3061;1,33263;0,0337282;1,52492;2,5006;+
Q9BI71(127);27,9193;25,7195;24,9844;25,9044;27,5674;26,2938;26,5625;27,4194;0,549041;0,203666;-0,828854;-1,18054;
Q9BI71(107);26,9901;25,2607;25,4265;24,5308;23,654;23,8806;22,422;22,0083;1,9989;0,0102371;2,56083;3,70528;+
Q9BI71(154);29,1622;23,4972;23,1584;24,5344;28,2644;27,0775;26,4244;28,3475;0,832518;0,102611;-2,44043;-1,66456;
Q9BI71(231);23,2773;22,0339;22,0885;23,1073;21,8221;19,7254;19,8664;19,9068;2,07007;0,00902949;2,2966;3,84492;+
Q9BI71(23);27,1619;22,208;21,243;21,3046;26,8313;26,065;26,0948;23,2754;0,795368;0,11088;-2,58728;-1,60239;
Q9BI71(11);20,8896;19,9769;20,7424;20,5273;18,4359;18,5429;19,7236;20,7211;1,06067;0,0611077;1,17816;2,04399;
Q9BKR9(569);21,4653;19,64;21,4621;21,5721;25,4892;25,0279;24,8271;26,0357;3,69648;0,00108108;-4,31008;-8,01649;+
Q9BKR9(310);21,0579;20,3673;20,9136;21,5361;23,2484;24,5019;23,7117;25,6708;2,89739;0,0030956;-3,31448;-5,6945;+
Q9BKU3(39);21,2896;21,1551;21,147;20,3938;20,6866;19,0376;20,1156;21,7429;0,449316;0,259864;0,600683;1,00122;
Q9BKU5(122);20,8658;20,073;21,7087;21,1024;22,7431;21,8688;21,3852;22,7421;1,39792;0,0297954;-1,24733;-2,61221;+
Q9BKU8(60);23,5914;25,0651;27,1983;25,7252;20,0483;21,7586;18,9805;19,9043;2,82701;0,00321159;5,22207;5,51826;+
Q9BL19(76);20,7947;20,7741;21,7989;20,6128;24,5704;25,5576;24,6925;23,4723;3,39554;0,00243951;-3,57809;-7,06674;+
Q9BL19(54);20,3288;19,2545;21,7172;20,9588;19,1623;19,3603;19,183;20,0928;1,0184;0,0672609;1,11523;1,97374;
Q9BL19(57);28,2803;24,9855;22,9622;23,7461;24,9879;24,6949;24,2002;25,1484;0,0707723;0,796786;0,235641;0,197943;
Q9BL19(161);20,5591;18,8575;21,7669;20,7648;18,6262;21,2283;19,71;19,317;0,415386;0,285069;0,766689;0,938421;
Q9BL19(169);20,8693;20,748;20,367;19,938;21,2583;23,188;23,8415;24,0094;2,09847;0,00841991;-2,59368;-3,90137;+
Q9BL19(107);22,1;23,949;24,0963;22,8071;19,9895;20,7838;18,6589;19,5861;2,76296;0,00326214;3,48355;5,3613;+
Q9BL19(98);26,0085;23,6953;24,5971;24,1572;19,2482;20,3129;20,0521;21,6107;3,07339;0,00265487;4,30853;6,15342;+
Q9BL19(29);20,7397;21,5325;20,8952;21,337;19,8;18,7761;21,1815;20,3374;1,0664;0,0604151;1,10233;2,05353;
Q9BL28(171);22,0733;21,4149;20,5896;19,3883;19,3637;19,1455;20,9963;21,5297;0,309415;0,378472;0,607708;0,73433;
Q9BL39(223);20,9102;21,2069;21,5506;19,9743;20,0214;19,7055;21,4868;17,0228;0,655277;0,156396;1,35136;1,36517;
Q9BL59(6);20,3503;20,6951;20,1882;20,8366;21,4599;20,9513;19,416;23,9762;0,434071;0,271743;-0,933294;-0,973135;
Q9BL83(131);20,201;19,3322;21,6415;20,7985;24,8053;23,6707;23,1937;19,8876;1,07047;0,0595755;-2,39602;-2,06029;
Q9GRY9(59);23,9884;23,5355;23,0177;22,9676;19,3139;19,0591;20,8759;21,7035;2,45067;0,00469333;3,13918;4,6394;+
Q9GRY9(151);23,8364;25,4144;25,9761;24,508;19,2499;20,2498;18,1313;21,5776;2,9682;0,00283766;5,13158;5,87596;+
Q9GRZ9(427);24,4827;24,6756;26,1788;25,6178;20,6863;17,314;19,0756;20,3545;3,3109;0,00236324;5,88116;6,81699;+
Q9GRZ9(428);24,1259;26,3127;26,3305;24,9722;20,7454;20,3187;19,226;20,724;3,69409;0,00107744;5,18177;8,00856;+
Q9GRZ9(394);21,9757;20,6203;21,1322;20,5737;21,852;19,2801;20,9029;21,7401;0,0694674;0,800246;0,131708;0,194527;
Q9GUE9(56);23,046;24,0433;25,6324;24,9192;18,1425;19,1698;19,7173;20,2033;3,42614;0,00237726;5,10198;7,15883;+
Q9GUM7(30);21,4303;21,0349;21,1203;19,0646;21,5978;19,6677;21,5541;20,8814;0,141881;0,63109;-0,262698;-0,373943;
Q9GUP2(3760);21,4166;20,2322;20,175;21,2263;23,6363;23,406;24,8581;24,0495;3,39864;0,00245161;-3,22494;-7,07603;+
Q9GUP2(3846);21,5708;21,2955;21,3752;19,5274;19,1619;19,239;20,8082;18,9791;1,14894;0,0490719;1,39516;2,19109;+
Q9GYF1(189);21,6714;20,068;21,2085;19,9611;19,6283;20,7915;19,3991;17,3924;0,872353;0,0935014;1,42445;1,73101;
Q9GYF1(190);21,5334;19,7441;21,5733;19,7699;19,4763;19,2486;20,4706;20,4898;0,558897;0,198602;0,733834;1,1979;
Q9GYF1(97);21,2767;20,9624;21,7316;20,301;18,6114;18,4409;19,1566;18,6716;3,3592;0,00243192;2,3478;6,95863;+
Q9GYF1(92);27,0554;24,0378;25,4972;25,6154;20,9247;19,5458;19,4544;18,5493;3,54757;0,00151724;5,93289;7,53405;+
Q9GYG4(14);23,3484;26,8044;28,3931;25,3129;20,0928;18,783;20,6676;18,046;2,75275;0,00330959;6,56733;5,33657;+
Q9GYJ9(399);22,1177;26,6677;25,2331;23,4001;23,3363;23,329;20,9802;25,6716;0,312245;0,375536;1,02536;0,739965;
Q9GYK1(32);25,547;26,2397;25,0939;26,009;24,2003;24,2327;21,3362;23,0849;1,86791;0,0128323;2,5089;3,45471;+
Q9GYK2(92);20,6579;20,4103;21,8462;18,6847;19,4773;19,9955;20,0499;20,8031;0,175075;0,565998;0,318346;0,450416;
Q9GYM4(367);23,1836;22,7338;24,2116;24,3073;21,0507;21,3281;19,7795;21,6377;2,49189;0,00438444;2,66008;4,7308;+
Q9GYP5(126);21,1561;20,2977;21,7271;19,9236;20,4697;19,6188;20,0449;21,1359;0,384489;0,309627;0,458789;0,880263;
W6RRW5(28);21,1351;21,3844;21,7388;20,4169;21,6834;20,4349;19,8194;18,8868;0,723963;0,131681;0,962698;1,48215;
Q9GYR5(383);21,2848;21,0068;21,2991;21,4542;18,9706;19,5627;20,5077;19,9969;2,35256;0,00514943;1,50172;4,42634;+
Q9GYT5(386);21,1712;20,8104;20,5474;20,2902;20,674;19,6377;18,8895;19,2496;1,35951;0,0319308;1,09209;2,54642;+
Q9GZC8(416);25,1235;21,6138;21,9514;21,7903;22,0081;19,3235;19,6735;20,8248;1,08777;0,0570668;2,16228;2,08909;
Q9GZE9(352);20,6721;20,6988;19,82;21,0999;22,9484;22,7291;23,9848;24,699;2,88447;0,00315188;-3,01764;-5,66185;+
Q9GZE9(231);21,8257;19,7998;21,0605;20,5877;23,6311;23,8194;27,3201;24,8114;2,29132;0,00569697;-4,07709;-4,29637;+
